Supplementary Data 3: Global mRNA half-lives measurement				
ENSEMBL Gene Id	Gene Symbol	Type	Half-life	Minimum Expression Value
ENSG00000185122	HSF1	mRNA	406.9509502	19.81591
ENSG00000187735	TCEA1	mRNA	406.892961	103.3871
ENSG00000106460	TMEM106B	mRNA	406.5535512	22.05205
ENSG00000108176	DNAJC12	mRNA	406.5454837	14.4422
ENSG00000105255	FSD1	mRNA	406.5223324	14.77175
ENSG00000143486	LGTN	mRNA	406.4977471	32.07214
ENSG00000134255	CEPT1	mRNA	406.4664486	100.5095
ENSG00000133935	C14orf1	mRNA	406.328109	78.43176
ENSG00000153140	CETN3	mRNA	406.3102239	5.670269
ENSG00000083720	OXCT1	mRNA	406.2655351	76.28842
ENSG00000152642	GPD1L	mRNA	406.2320823	16.45807
ENSG00000102977	ACD	mRNA	406.2232031	13.07565
ENSG00000156515	HK1	mRNA	406.0862562	30.24988
ENSG00000103024	NME3	mRNA	406.0609431	19.13568
ENSG00000034713	GABARAPL2	mRNA	405.9984093	105.2658
ENSG00000161921	CXCL16	mRNA	405.9812303	9.564631
ENSG00000069275	NUCKS1	mRNA	405.9385517	443.0084
ENSG00000079215	SLC1A3	mRNA	405.8990632	30.97261
ENSG00000105676	ARMC6	mRNA	405.8596958	24.21312
ENSG00000071539	TRIP13	mRNA	405.8326467	82.21355
ENSG00000171307	ZDHHC16	mRNA	405.8194581	86.57501
ENSG00000118939	UCHL3	mRNA	405.798872	113.176
ENSG00000140497	SCAMP2	mRNA	405.7791866	102.6889
ENSG00000140848	CPNE2	mRNA	405.7509875	19.654
ENSG00000025770	NCAPH2	mRNA	405.7402781	25.44577
ENSG00000185721	DRG1	mRNA	405.7221934	76.77061
ENSG00000196923	PDLIM7	mRNA	405.6875048	9.103122
ENSG00000137154	RPS6	mRNA	405.6619624	406.3718
ENSG00000067177	PHKA1	mRNA	405.6504135	49.10408
ENSG00000107175	CREB3	mRNA	405.5720954	16.97085
ENSG00000188735	TMEM120B	mRNA	405.4130335	29.18393
ENSG00000162734	PEA15	mRNA	405.2526508	42.90979
ENSG00000184752	NDUFA12	mRNA	405.2450534	106.5427
ENSG00000166913	YWHAB	mRNA	405.1822671	211.8592
ENSG00000152229	PSTPIP2	mRNA	405.0272928	19.73017
ENSG00000101405	OXT	mRNA	405.0251843	5.78721
ENSG00000175832	ETV4	mRNA	404.9950353	17.34385
ENSG00000140575	IQGAP1	mRNA	404.9688176	107.2278
ENSG00000148484	RSU1	mRNA	404.9599089	37.91716
ENSG00000152137	HSPB8	mRNA	404.9047202	2.358567
ENSG00000113356	POLR3G	mRNA	404.6677397	32.4592
ENSG00000213593	TXNDC14	mRNA	404.5908412	40.02386
ENSG00000114573	ATP6V1A	mRNA	404.5880073	123.8404
ENSG00000165209	STRBP	mRNA	404.5777461	38.67002
ENSG00000188352	KIAA1797	mRNA	404.5516134	33.80352
ENSG00000005187	ACSM3	mRNA	404.5176683	3.539256
ENSG00000007202	KIAA0100	mRNA	404.469633	78.10314
ENSG00000161618	ALDH16A1	mRNA	404.2915133	11.66198
ENSG00000143742	SRP9	mRNA	404.2424842	268.42285
ENSG00000096092	TMEM14A	mRNA	404.2397655	30.69685
ENSG00000176986	SEC24C	mRNA	404.1934729	36.60969
ENSG00000105698	USF2	mRNA	404.1049877	67.92458
ENSG00000122705	CLTA	mRNA	404.1044218	31.96507
ENSG00000130309	GLT25D1	mRNA	404.0993545	39.48562
ENSG00000117408	IPO13	mRNA	404.0844725	24.41465
ENSG00000065154	OAT	mRNA	404.03747	292.3734
ENSG00000074071	MRPS34	mRNA	403.8807974	81.09456
ENSG00000107537	PHYH	mRNA	403.6693496	5.570505
ENSG00000113083	LOX	mRNA	403.555358	10.62388
ENSG00000175334	BANF1	mRNA	403.5023108	91.01725
ENSG00000170017	ALCAM	mRNA	403.3010782	43.19568
ENSG00000084693	AGBL5	mRNA	403.2308067	16.44966
ENSG00000077235	GTF3C1	mRNA	402.973211	72.95238
ENSG00000117632	STMN1	mRNA	402.9220784	156.6419
ENSG00000164414	SLC35A1	mRNA	402.9113022	44.20531
ENSG00000185896	LAMP1	mRNA	402.8540725	52.47038
ENSG00000164983	TMEM65	mRNA	402.8393629	26.69215
ENSG00000131844	MCCC2	mRNA	402.7993796	73.38824
ENSG00000131094	C1QL1	mRNA	402.6511421	13.75256
ENSG00000115350	POLE4	mRNA	402.5926807	37.00523
ENSG00000066855	MTFR1	mRNA	402.5273153	40.51152
ENSG00000125912	NCLN	mRNA	402.5186952	23.63889
ENSG00000139291	TMEM19	mRNA	402.5122695	42.11533
ENSG00000113387	SUB1	mRNA	402.4960371	176.2204
ENSG00000100246	DNAL4	mRNA	402.4601484	6.755183
ENSG00000085377	PREP	mRNA	402.368513	33.50812
ENSG00000176890	TYMS	mRNA	402.3253669	119.5538
ENSG00000171703	TCEA2	mRNA	402.300051	6.902767
ENSG00000147676	MAL2	mRNA	402.2148884	60.06434
ENSG00000088986	DYNLL1	mRNA	402.181641	80.00708333
ENSG00000026025	VIM	mRNA	402.1380552	128.0331
ENSG00000179218	CALR	mRNA	402.1253784	168.6466
ENSG00000131652	THOC6	mRNA	402.0936738	44.75505
ENSG00000154133	ROBO4	mRNA	402.0805786	4.573363
ENSG00000184368	MAP7D2	mRNA	402.0692014	8.424782
ENSG00000100526	CDKN3	mRNA	402.0324138	24.5543
ENSG00000168528	SERINC2	mRNA	401.9366705	14.07887
ENSG00000104738	MCM4	mRNA	401.920581	169.2865
ENSG00000125971	DYNLRB1	mRNA	401.8941324	42.19518
ENSG00000101152	DNAJC5	mRNA	401.874175	35.60732
ENSG00000102218	RP2	mRNA	401.8705471	26.95725
ENSG00000162959	MEMO1	mRNA	401.8573634	17.234305
ENSG00000184979	USP18	mRNA	401.8339074	23.081945
ENSG00000170571	EMB	mRNA	401.7810253	28.68099
ENSG00000164818	HEATR2	mRNA	401.7104222	52.46872
ENSG00000105197	TIMM50	mRNA	401.6986352	257.3615
ENSG00000011478	QPCTL	mRNA	401.6549833	14.72523
ENSG00000204590	GNL1	mRNA	401.616012	25.53393667
ENSG00000105355	M6PRBP1	mRNA	401.5732483	14.05385
ENSG00000068394	GPKOW	mRNA	401.5679833	45.56485
ENSG00000116133	DHCR24	mRNA	401.5428687	204.6494
ENSG00000177556	ATOX1	mRNA	401.4914057	19.01316
ENSG00000197977	ELOVL2	mRNA	401.2133801	48.41554
ENSG00000117362	APH1A	mRNA	401.207587	53.45035
ENSG00000076513	ANKRD13A	mRNA	401.1497226	39.37533
ENSG00000112294	ALDH5A1	mRNA	401.1455893	14.95021
ENSG00000108651	UTP6	mRNA	401.0740336	125.326
ENSG00000196936	OR2L8	mRNA	401.0088512	2.437685
ENSG00000113643	RARS	mRNA	400.9582882	151.7948
ENSG00000166471	TMEM41B	mRNA	400.9349431	19.33249
ENSG00000168159	RNF187	mRNA	400.9219176	59.87724
ENSG00000167996	FTH1	mRNA	400.8962452	254.372455
ENSG00000100345	MYH9	mRNA	400.8583416	61.08559
ENSG00000169032	MAP2K1	mRNA	400.7937615	71.8255
ENSG00000130881	LRP3	mRNA	400.7691826	19.79455
ENSG00000243279	PRAF2	mRNA	400.7377188	19.91771
ENSG00000067704	IARS2	mRNA	400.6686028	95.66776
ENSG00000141560	FN3KRP	mRNA	400.5597424	41.40751
ENSG00000225697	SLC26A6	mRNA	400.5503053	6.071133
---	hCG_2033311	mRNA	400.5256422	66.2692
ENSG00000010270	STARD3NL	mRNA	400.5190938	24.62975
ENSG00000112759	SLC29A1	mRNA	400.495019	58.06236
ENSG00000164172	MOCS2	mRNA	400.3751479	32.5764
ENSG00000176343	hCG_1791193	mRNA	400.3498893	4.678793
ENSG00000183628	DGCR6	mRNA	400.0037247	8.511504
ENSG00000143162	CREG1	mRNA	399.9976086	68.2231
ENSG00000197070	ARRDC1	mRNA	399.9816224	14.1097
ENSG00000135926	TMBIM1	mRNA	399.936527	17.80614
ENSG00000109790	KLHL5	mRNA	399.9051817	20.7585
ENSG00000161013	MGAT4B	mRNA	399.8441396	13.02416
ENSG00000164258	NDUFS4	mRNA	399.6607453	4.250736
ENSG00000089154	GCN1L1	mRNA	399.5920133	114.8178
ENSG00000132305	IMMT	mRNA	399.5678248	103.0507
ENSG00000134901	KDELC1	mRNA	399.3948598	37.8694
ENSG00000164897	TMUB1	mRNA	399.3339957	26.66774
ENSG00000149499	EML3	mRNA	399.2463603	4.45214
ENSG00000100325	ASCC2	mRNA	399.0874106	56.74468
ENSG00000115866	DARS	mRNA	399.0346982	160.2706
ENSG00000161036	LRWD1	mRNA	398.9402819	22.39134
ENSG00000142949	PTPRF	mRNA	398.7861466	14.00749
ENSG00000175224	HARBI1	mRNA	398.7572383	35.25384
ENSG00000187569	STELLAR	mRNA	398.7435596	2.916885
ENSG00000120925	RNF170	mRNA	398.5749763	22.79146
ENSG00000164904	ALDH7A1	mRNA	398.5731317	113.0692
ENSG00000129084	PSMA1	mRNA	398.407715	207.8534
ENSG00000132522	GPS2	mRNA	398.4036006	56.34453
ENSG00000106554	CHCHD3	mRNA	398.3905716	94.58381
ENSG00000102003	SYP	mRNA	398.2483504	9.650105
ENSG00000087206	UIMC1	mRNA	398.129062	133.6227
ENSG00000205899	LOC727857	mRNA	397.9656486	13.09718
---	C21orf118	mRNA	397.9388109	2.414201
ENSG00000164707	SLC13A4	mRNA	397.9187534	6.457458
ENSG00000123352	SPATS2	mRNA	397.8611171	48.25655
ENSG00000038358	EDC4	mRNA	397.642671	37.57247
ENSG00000141736	ERBB2	mRNA	397.5144125	16.41154
ENSG00000070087	PFN2	mRNA	397.3896636	62.37613
ENSG00000175581	MRPL48	mRNA	397.2516924	21.00794
ENSG00000116729	GPR177	mRNA	397.2323218	167.1709
ENSG00000141456	PELP1	mRNA	397.2263767	49.88807
ENSG00000075618	FSCN1	mRNA	397.1203934	33.71679
ENSG00000071655	MBD3	mRNA	397.0734853	21.71082
ENSG00000156171	TMEM77	mRNA	397.0700068	41.67538
ENSG00000197702	PARVA	mRNA	396.8810438	18.31977
ENSG00000184724	KRTAP6-1	mRNA	396.8623475	5.371463
ENSG00000108829	LRRC59	mRNA	396.8615328	228.3007
ENSG00000006047	YBX2	mRNA	396.782486	17.34386
ENSG00000125954	FNTB	mRNA	396.7686235	19.19485
ENSG00000130204	TOMM40	mRNA	396.6928789	39.27555
ENSG00000140983	RHOT2	mRNA	396.6890084	21.44954
ENSG00000131507	NDFIP1	mRNA	396.6748363	48.36999
ENSG00000206053	HN1L	mRNA	396.6611838	99.88976
ENSG00000145354	CISD2	mRNA	396.5065187	74.0026
ENSG00000104833	TUBB4	mRNA	396.3265646	5.278694
ENSG00000244509	APOBEC3C	mRNA	396.2185697	19.56863
ENSG00000113068	PFDN1	mRNA	396.1732801	59.15287
ENSG00000106348	IMPDH1	mRNA	396.1531122	25.97985
ENSG00000160213	CSTB	mRNA	396.1342629	238.5615
ENSG00000071794	HLTF	mRNA	396.0956533	70.81709
ENSG00000166803	KIAA0101	mRNA	396.0494946	218.9021
ENSG00000167671	UBXD1	mRNA	396.0191754	25.85211
ENSG00000131653	TRAF7	mRNA	395.9674402	22.8533
ENSG00000177674	AGTRAP	mRNA	395.8966001	22.95958
ENSG00000123562	MORF4L2	mRNA	395.8286011	116.9783
ENSG00000176209	C8orf40	mRNA	395.7851263	7.813878
ENSG00000141424	SLC39A6	mRNA	395.5624212	46.0555
ENSG00000169299	PGM2	mRNA	395.4893765	100.9393
ENSG00000214882	CCPG1	mRNA	395.3553248	8.224707
ENSG00000196419	XRCC6	mRNA	395.3277771	403.2868
ENSG00000169679	BUB1	mRNA	395.2741219	92.98814
ENSG00000168216	LMBRD1	mRNA	395.1947189	42.18523
ENSG00000102893	PHKB	mRNA	395.0452019	64.12424
ENSG00000174177	C16orf84	mRNA	395.0108389	13.51659
ENSG00000167720	SRR	mRNA	394.9673562	13.4123
ENSG00000133103	COG6	mRNA	394.939876	87.77119
ENSG00000175193	PARL	mRNA	394.9327733	81.4259
ENSG00000170035	UBE2E3	mRNA	394.9044122	19.1877385
ENSG00000125257	ABCC4	mRNA	394.8876281	47.87801
ENSG00000197457	STMN3	mRNA	394.7160882	9.04729
ENSG00000001630	CYP51A1	mRNA	394.6704144	37.05002
ENSG00000106526	ARP11	mRNA	394.6696109	2.712953
---	RP11-167P23.2	mRNA	394.6263427	2.510329
ENSG00000162694	EXTL2	mRNA	394.5397445	9.613758
ENSG00000143815	LBR	mRNA	394.4755466	527.3583
ENSG00000132376	SKIP	mRNA	394.4552628	29.64363
ENSG00000059573	ALDH18A1	mRNA	394.4338986	205.3171
ENSG00000162144	CYBASC3	mRNA	394.4299165	14.22949
ENSG00000132963	POMP	mRNA	394.4025936	98.47841
ENSG00000185344	ATP6V0A2	mRNA	394.3575048	37.39571
ENSG00000138758	11-Sep	mRNA	394.3219088	160.6486
ENSG00000071967	CYBRD1	mRNA	394.2673368	16.15323
ENSG00000108592	FTSJ3	mRNA	394.2239443	66.70052
ENSG00000197102	DYNC1H1	mRNA	394.2229213	103.8445
ENSG00000135940	COX5B	mRNA	394.2108443	14.42189
ENSG00000164880	INTS1	mRNA	394.1266551	18.09317
ENSG00000167393	PPP2R3B	mRNA	394.0489907	4.102657
ENSG00000105221	AKT2	mRNA	393.9855878	100.9964
ENSG00000168872	DDX19A	mRNA	393.7941542	29.01803
ENSG00000136854	STXBP1	mRNA	393.7069749	25.94916
ENSG00000001497	LAS1L	mRNA	393.6133137	76.77271
ENSG00000130255	RPL36	mRNA	393.5917341	56.81565
ENSG00000179344	HLA-DQB1	mRNA	393.5590295	9.257376
ENSG00000108852	MPP2	mRNA	393.5572679	7.445817
ENSG00000132792	CTNNBL1	mRNA	393.4957338	43.19672
ENSG00000204021	LIPK	mRNA	393.4299932	1.758654
ENSG00000244442	NDUFC1	mRNA	393.4169775	72.75304
ENSG00000130224	LRCH2	mRNA	393.3019355	25.68861
ENSG00000182628	FAM33A	mRNA	393.2987111	200.741
ENSG00000180953	ST20	mRNA	393.2813719	21.45975
---	KRTAP1-4	mRNA	393.2725314	31.55499
ENSG00000103245	NARFL	mRNA	393.2127371	5.196124
ENSG00000168827	GFM1	mRNA	393.0919012	40.61658
ENSG00000137691	C11orf70	mRNA	393.0661614	2.469605
ENSG00000140391	TSPAN3	mRNA	392.921308	554.5157
ENSG00000076770	MBNL3	mRNA	392.850559	18.9686
ENSG00000158457	TSPAN33	mRNA	392.8144612	14.92406
ENSG00000073060	SCARB1	mRNA	392.676804	39.37944
ENSG00000167797	CDK2AP2	mRNA	392.6688705	12.82787
ENSG00000006638	TBXA2R	mRNA	392.5634825	5.672364
ENSG00000213639	PPP1CB	mRNA	392.5507067	134.4799
ENSG00000163156	SCNM1	mRNA	392.4893685	88.98981
ENSG00000078061	ARAF	mRNA	392.4447524	61.66552
ENSG00000169359	SLC33A1	mRNA	392.3210204	72.31905
ENSG00000131373	HACL1	mRNA	392.2953437	91.72607
ENSG00000153048	CARHSP1	mRNA	392.2643271	17.54547
ENSG00000187778	MCRS1	mRNA	392.2622453	39.67628
ENSG00000100225	FBXO7	mRNA	392.2088449	94.30007
ENSG00000103942	HOMER2	mRNA	392.1928359	16.2594
ENSG00000119411	BSPRY	mRNA	392.191056	6.084923
ENSG00000143570	SLC39A1	mRNA	392.1879113	41.30689
ENSG00000133313	CNDP2	mRNA	391.9970421	25.25104
ENSG00000176720	BOK	mRNA	391.970016	8.218588
ENSG00000053372	MRTO4	mRNA	391.8658843	99.48666
ENSG00000068383	INPP5A	mRNA	391.7298815	38.63055
ENSG00000102471	NDFIP2	mRNA	391.6968492	52.6264
ENSG00000100138	NHP2L1	mRNA	391.5999109	79.63367
ENSG00000167272	POP5	mRNA	391.5981463	41.99274
ENSG00000167807	FDX1L	mRNA	391.4615984	17.55325
ENSG00000001036	FUCA2	mRNA	391.4310779	106.9938
ENSG00000158201	ABHD3	mRNA	391.429502	20.39031
ENSG00000072571	HMMR	mRNA	391.3991621	43.18562
ENSG00000164941	INTS8	mRNA	391.3555984	31.11201
ENSG00000105723	GSK3A	mRNA	391.2371963	56.53286
ENSG00000136868	SLC31A1	mRNA	391.1352681	66.72379
ENSG00000142634	EFHD2	mRNA	391.0199119	17.64315
ENSG00000179528	LBX2	mRNA	391.0110377	5.683099
ENSG00000111361	EIF2B1	mRNA	390.9988311	203.9171
ENSG00000184164	CRELD2	mRNA	390.9917081	14.99
ENSG00000130731	C16orf13	mRNA	390.9194457	9.25703
ENSG00000150093	ITGB1	mRNA	390.7562154	83.76932
ENSG00000125818	PSMF1	mRNA	390.7518147	125.4059
ENSG00000004975	DVL2	mRNA	390.745243	38.58239
ENSG00000033178	UBA6	mRNA	390.6834788	66.55951
ENSG00000188554	NBR1	mRNA	390.5767141	33.23357
ENSG00000157456	CCNB2	mRNA	390.5492773	124.8534
ENSG00000162961	DPY30	mRNA	390.3680029	129.5857
ENSG00000130768	SMPDL3B	mRNA	390.2584246	10.18396
ENSG00000072062	PRKACA	mRNA	390.2324061	35.96818
ENSG00000138448	ITGAV	mRNA	390.2237952	53.52006
ENSG00000104687	GSR	mRNA	390.1359861	210.505
ENSG00000242173	ARHGDIG	mRNA	390.1154044	6.316198
ENSG00000100097	LGALS1	mRNA	389.9133465	16.52918
ENSG00000131153	GINS2	mRNA	389.8779303	44.67799
ENSG00000137463	OSAP	mRNA	389.8725914	9.697401
ENSG00000196591	HDAC2	mRNA	389.8367672	154.8607
ENSG00000123146	CD97	mRNA	389.8020562	14.48221
ENSG00000115159	GPD2	mRNA	389.6878809	36.53217
ENSG00000100360	RABL4	mRNA	389.6438639	15.57263
ENSG00000184270	HIST2H2AB	mRNA	389.534305	266.8378
ENSG00000161888	SPC24	mRNA	389.4428819	35.30035
ENSG00000197448	GSTK1	mRNA	389.4153742	35.51189
ENSG00000147381	MAGEA4	mRNA	389.3897928	2.559817
ENSG00000008130	NADK	mRNA	389.327046	28.26975
ENSG00000064199	SPA17	mRNA	389.310518	7.24456
ENSG00000168883	USP39	mRNA	389.289098	69.04298
ENSG00000145730	PAM	mRNA	389.282985	28.0171
ENSG00000196734	LCE1B	mRNA	389.2523184	2.126147
ENSG00000183397	LOC100128569	mRNA	389.1958473	13.51116
ENSG00000135930	EIF4E2	mRNA	389.1441308	63.4147
ENSG00000137274	BPHL	mRNA	389.0161034	6.967099
ENSG00000079257	LXN	mRNA	388.9912653	6.394972
ENSG00000183323	CCDC125	mRNA	388.9254097	22.72582
ENSG00000058804	TMEM48	mRNA	388.7750921	157.8878
ENSG00000106052	TAX1BP1	mRNA	388.7455653	67.73712
ENSG00000087077	TRIP6	mRNA	388.7443524	27.92375
ENSG00000170004	CHD3	mRNA	388.7109111	21.35482
ENSG00000116962	NID1	mRNA	388.7001899	40.2112
ENSG00000159692	CTBP1	mRNA	388.6203787	82.68955
ENSG00000137171	KLC4	mRNA	388.5560242	10.3625
ENSG00000149089	APIP	mRNA	388.5364828	17.04552
ENSG00000117758	STX12	mRNA	388.4522041	57.61606
ENSG00000221838	AP4M1	mRNA	388.4325058	12.26381
ENSG00000163655	GMPS	mRNA	388.3743035	130.2104
ENSG00000138792	ENPEP	mRNA	388.3502256	20.91481
ENSG00000135372	NAT10	mRNA	388.2968511	49.92931
ENSG00000145623	OSMR	mRNA	388.2575643	6.298533
ENSG00000166780	C16orf45	mRNA	388.1881147	3.516578
ENSG00000161981	C16orf33	mRNA	388.1670652	49.74899
ENSG00000005893	LAMP2	mRNA	388.1569369	104.9313
ENSG00000103876	FAH	mRNA	388.1274282	7.989701
ENSG00000137288	C6orf125	mRNA	388.0114324	47.27334
ENSG00000205981	DNAJC19	mRNA	387.977922	35.78985
ENSG00000136104	RNASEH2B	mRNA	387.9209779	25.33466
ENSG00000171148	TADA3L	mRNA	387.877404	20.10219
ENSG00000170291	C17orf81	mRNA	387.8085583	56.38669
ENSG00000109736	MFSD10	mRNA	387.7988549	17.58362
ENSG00000072778	ACADVL	mRNA	387.7771227	56.56622
ENSG00000169710	FASN	mRNA	387.7607917	83.43053
ENSG00000168078	PBK	mRNA	387.6926479	101.5356
ENSG00000110619	CARS	mRNA	387.6706182	34.32308
ENSG00000086300	SNX10	mRNA	387.6337023	30.14178
ENSG00000101198	NKAIN4	mRNA	387.6186901	2.856665
ENSG00000138674	SEC31A	mRNA	387.6182424	117.8898
ENSG00000184428	TOP1MT	mRNA	387.5675129	19.127
ENSG00000110717	NDUFS8	mRNA	387.5490109	30.9602
ENSG00000212789	FAM10A5	mRNA	387.5310468	26.46871
ENSG00000076003	MCM6	mRNA	387.4019344	133.4428
ENSG00000079785	DDX1	mRNA	387.386303	415.0164
ENSG00000100949	RABGGTA	mRNA	387.2508255	10.24756
ENSG00000136943	CTSL2	mRNA	387.2264564	25.89614
ENSG00000162627	SNX7	mRNA	387.1741745	8.396467
ENSG00000164978	NUDT2	mRNA	387.1470956	9.346391
ENSG00000091164	TXNL1	mRNA	387.1246233	36.04705
ENSG00000183979	NPB	mRNA	387.040212	20.29396
ENSG00000165487	EFHA1	mRNA	386.8745235	27.47899
ENSG00000111602	TIMELESS	mRNA	386.8543467	57.00089
---	SEC11B	mRNA	386.8028848	5.100457
ENSG00000166352	C11orf74	mRNA	386.7394462	5.017468
ENSG00000164163	ABCE1	mRNA	386.721064	110.2225
ENSG00000101557	USP14	mRNA	386.6947277	103.6813
ENSG00000140374	ETFA	mRNA	386.6887512	104.4568
ENSG00000081177	EXDL2	mRNA	386.6679781	38.72428
ENSG00000105329	TGFB1	mRNA	386.6539028	9.613418
ENSG00000164889	SLC4A2	mRNA	386.6484372	19.80405
ENSG00000118162	KPTN	mRNA	386.5692944	6.013102
ENSG00000160200	CBS	mRNA	386.5442197	30.24996
ENSG00000231925	TAPBP	mRNA	386.5438758	33.76871333
ENSG00000232112	CCDC72	mRNA	386.5184733	38.14653
ENSG00000005448	WDR54	mRNA	386.4535446	19.23002
ENSG00000185475	TMEM179B	mRNA	386.4421158	45.35248
ENSG00000074696	PTPLAD1	mRNA	386.2939685	290.956
ENSG00000115084	SLC35F5	mRNA	386.264318	59.07787
ENSG00000186377	CYP4X1	mRNA	386.2121846	8.424278
ENSG00000051620	HEBP2	mRNA	386.1263648	75.50082
ENSG00000069943	PIGB	mRNA	386.1211154	14.10039
ENSG00000074201	CLNS1A	mRNA	386.078038	45.08501
ENSG00000182247	UBE2E2	mRNA	386.0776012	23.64441
ENSG00000127054	CPSF3L	mRNA	386.0376604	26.17706
ENSG00000172809	RPL38	mRNA	386.0270361	333.4136
ENSG00000101115	SALL4	mRNA	385.9481023	3.75687
ENSG00000140688	C16orf58	mRNA	385.8810921	14.07905
ENSG00000121486	C1orf25	mRNA	385.8778887	60.93979
ENSG00000025434	NR1H3	mRNA	385.8623967	5.633486
ENSG00000134759	ELP2	mRNA	385.8311833	39.72353
ENSG00000130956	HABP4	mRNA	385.7979105	15.32444
ENSG00000071626	DAZAP1	mRNA	385.7550834	61.9845
ENSG00000140632	N-PAC	mRNA	385.725869	73.41715
ENSG00000221968	FADS3	mRNA	385.6915722	10.78215
ENSG00000241973	PI4KA	mRNA	385.6577523	62.76733
ENSG00000116260	QSOX1	mRNA	385.6141527	13.16046
ENSG00000177628	GBA	mRNA	385.6060393	19.9378
ENSG00000049541	RFC2	mRNA	385.4806956	95.01411
ENSG00000196586	MYO6	mRNA	385.4146166	44.96908
ENSG00000171566	PLRG1	mRNA	385.4107508	187.1055
ENSG00000163812	ZDHHC3	mRNA	385.359654	34.40064
ENSG00000046653	GPM6B	mRNA	385.3574418	22.41662
ENSG00000158850	B4GALT3	mRNA	385.3339189	44.00089
ENSG00000188290	HES4	mRNA	385.2217576	24.32901
ENSG00000183734	ASCL2	mRNA	385.1832015	3.022118
ENSG00000162909	CAPN2	mRNA	385.1012517	86.71181
ENSG00000104299	INTS9	mRNA	385.0810637	41.94227
ENSG00000205358	MT1H	mRNA	385.0110903	3.357107
ENSG00000213064	SFT2D2	mRNA	384.9076188	73.58052
ENSG00000173744	HRB	mRNA	384.8675229	210.0023
ENSG00000150403	TMCO3	mRNA	384.861448	32.34642
ENSG00000184110	EIF3C	mRNA	384.7746489	292.7591
ENSG00000164736	SOX17	mRNA	384.7632899	5.332856
ENSG00000181789	COPG	mRNA	384.6731431	41.96435
ENSG00000198677	KIAA0372	mRNA	384.6286103	126.0778
ENSG00000143653	SCCPDH	mRNA	384.5556143	34.98037
ENSG00000198034	RPS4X	mRNA	384.5287475	1846.663
ENSG00000164972	C9orf24	mRNA	384.4713136	2.91385
ENSG00000214253	FIS1	mRNA	384.4560432	20.89798
ENSG00000100395	L3MBTL2	mRNA	384.4248112	30.49372
ENSG00000154723	ATP5J	mRNA	384.3723493	42.37376
ENSG00000136371	MTHFS	mRNA	384.3207965	8.984015
ENSG00000168938	PPIC	mRNA	384.3149746	47.42321
ENSG00000105341	ATP5SL	mRNA	384.312253	64.48624
ENSG00000063180	CA11	mRNA	384.2181612	10.54484
ENSG00000146070	PLA2G7	mRNA	384.1993925	2.743342
ENSG00000119203	CPSF3	mRNA	384.1715535	82.12254
ENSG00000101457	DNTTIP1	mRNA	384.1460108	52.79803
ENSG00000152767	FARP1	mRNA	384.1086008	32.1253
ENSG00000110104	CCDC86	mRNA	384.0757659	43.95982
ENSG00000138413	IDH1	mRNA	384.0362174	43.15127
ENSG00000165695	C9orf98	mRNA	384.0029649	3.449163
ENSG00000176946	THAP4	mRNA	383.9102617	30.17111
ENSG00000096433	ITPR3	mRNA	383.7460975	30.14696
ENSG00000109016	DHRS7B	mRNA	383.7148748	21.44954
ENSG00000242616	GNG10	mRNA	383.7003697	49.45323
ENSG00000185332	TMEM105	mRNA	383.6996295	5.058281
ENSG00000131100	ATP6V1E1	mRNA	383.688614	57.75719
ENSG00000149428	HYOU1	mRNA	383.6576248	40.97819
ENSG00000170889	RPS9	mRNA	383.6217771	175.1926
ENSG00000113296	THBS4	mRNA	383.6114026	13.03323
ENSG00000110011	DNAJC4	mRNA	383.5845873	6.03579
ENSG00000198794	SCAMP5	mRNA	383.5635156	8.266996
ENSG00000035687	ADSS	mRNA	383.5269536	68.69287
ENSG00000129195	FAM64A	mRNA	383.5122762	38.60706
ENSG00000138459	SLC35A5	mRNA	383.4858662	53.85614
ENSG00000136156	ITM2B	mRNA	383.4704669	92.68822
ENSG00000121764	HCRTR1	mRNA	383.4676908	3.556508
ENSG00000120057	SFRP5	mRNA	383.4178585	6.22315
ENSG00000100461	RBM23	mRNA	383.3773633	66.19994
ENSG00000112727	HIST1H3F	mRNA	383.3472723	4.650667
ENSG00000182518	FAM104B	mRNA	383.3159926	7.989701
ENSG00000175220	ARHGAP1	mRNA	383.3102573	23.16014
ENSG00000005075	POLR2J	mRNA	383.2661977	44.25749
ENSG00000084073	ZMPSTE24	mRNA	383.2478094	203.3626
ENSG00000184574	LPAR5	mRNA	383.2176799	4.461478
ENSG00000135018	UBQLN1	mRNA	383.1153539	164.3311
ENSG00000114686	MRPL3	mRNA	383.0795516	265.2603
ENSG00000076382	SPAG5	mRNA	383.0193211	81.67941
ENSG00000013810	TACC3	mRNA	382.95073	56.20639
ENSG00000109475	RPL34	mRNA	382.9257253	200.3377005
ENSG00000179526	SHARPIN	mRNA	382.8001715	28.95683
ENSG00000176248	ANAPC2	mRNA	382.763218	11.18192
ENSG00000167740	CYB5D2	mRNA	382.7422407	19.24541
ENSG00000090060	PAPOLA	mRNA	382.7021925	223.0257
ENSG00000079246	XRCC5	mRNA	382.677832	297.8811
ENSG00000136068	FLNB	mRNA	382.6049173	41.02493
ENSG00000136877	FPGS	mRNA	382.5296059	12.1567
ENSG00000120896	SORBS3	mRNA	382.4858287	12.91442
ENSG00000162494	LRRC38	mRNA	382.4794823	2.903053
